date,category,total_demand,n_batches,avg_demand_per_batch,month,year,day_of_week
2011-02-22,FOODS_1,160.0,594.0,0.26936026936026936,2,2011,Tuesday
2011-02-23,FOODS_1,156.0,594.0,0.26262626262626265,2,2011,Wednesday
2011-02-24,FOODS_1,193.0,594.0,0.32491582491582494,2,2011,Thursday
2011-02-25,FOODS_1,238.0,594.0,0.4006734006734007,2,2011,Friday
2011-02-26,FOODS_1,327.0,594.0,0.5505050505050505,2,2011,Saturday
2011-02-27,FOODS_1,264.0,594.0,0.4444444444444444,2,2011,Sunday
2011-02-28,FOODS_1,177.0,765.0,0.23137254901960785,2,2011,Monday
2011-03-01,FOODS_1,276.0,763.0,0.3617300131061599,3,2011,Tuesday
2011-03-02,FOODS_1,203.0,760.0,0.26710526315789473,3,2011,Wednesday
2011-03-03,FOODS_1,216.0,760.0,0.28421052631578947,3,2011,Thursday
2011-03-04,FOODS_1,230.0,760.0,0.3026315789473684,3,2011,Friday
2011-03-05,FOODS_1,355.0,760.0,0.46710526315789475,3,2011,Saturday
2011-03-06,FOODS_1,283.0,760.0,0.37236842105263157,3,2011,Sunday
2011-03-07,FOODS_1,184.0,760.0,0.24210526315789474,3,2011,Monday
2011-03-08,FOODS_1,232.0,760.0,0.30526315789473685,3,2011,Tuesday
2011-03-09,FOODS_1,204.0,760.0,0.26842105263157895,3,2011,Wednesday
2011-03-10,FOODS_1,187.0,943.0,0.19830328738069988,3,2011,Thursday
2011-03-11,FOODS_1,252.0,934.0,0.2698072805139186,3,2011,Friday
2011-03-12,FOODS_1,354.0,932.0,0.3798283261802575,3,2011,Saturday
2011-03-13,FOODS_1,304.0,932.0,0.3261802575107296,3,2011,Sunday
2011-03-14,FOODS_1,239.0,932.0,0.25643776824034337,3,2011,Monday
2011-03-15,FOODS_1,186.0,932.0,0.19957081545064378,3,2011,Tuesday
2011-03-16,FOODS_1,218.0,932.0,0.23390557939914164,3,2011,Wednesday
2011-03-17,FOODS_1,188.0,932.0,0.2017167381974249,3,2011,Thursday
2011-03-18,FOODS_1,266.0,932.0,0.2854077253218884,3,2011,Friday
2011-03-19,FOODS_1,306.0,932.0,0.3283261802575107,3,2011,Saturday
2011-03-20,FOODS_1,266.0,1106.0,0.24050632911392406,3,2011,Sunday
2011-03-21,FOODS_1,239.0,1104.0,0.2164855072463768,3,2011,Monday
2011-03-22,FOODS_1,187.0,1101.0,0.16984559491371481,3,2011,Tuesday
2011-03-23,FOODS_1,149.0,1101.0,0.13533151680290645,3,2011,Wednesday
2011-03-24,FOODS_1,161.0,1101.0,0.14623069936421434,3,2011,Thursday
2011-03-25,FOODS_1,207.0,1101.0,0.1880108991825613,3,2011,Friday
2011-03-26,FOODS_1,252.0,1101.0,0.22888283378746593,3,2011,Saturday
2011-03-27,FOODS_1,218.0,1101.0,0.1980018165304269,3,2011,Sunday
2011-03-28,FOODS_1,152.0,1101.0,0.13805631244323344,3,2011,Monday
2011-03-29,FOODS_1,155.0,1101.0,0.1407811080835604,3,2011,Tuesday
2011-03-30,FOODS_1,141.0,1269.0,0.1111111111111111,3,2011,Wednesday
2011-03-31,FOODS_1,142.0,1263.0,0.11243072050673,3,2011,Thursday
2011-04-01,FOODS_1,188.0,1262.0,0.14896988906497624,4,2011,Friday
2011-04-02,FOODS_1,206.0,1262.0,0.16323296354992076,4,2011,Saturday
2011-04-03,FOODS_1,225.0,1262.0,0.17828843106180667,4,2011,Sunday
2011-04-04,FOODS_1,161.0,1262.0,0.12757527733755944,4,2011,Monday
2011-04-05,FOODS_1,117.0,1262.0,0.09270998415213946,4,2011,Tuesday
2011-04-06,FOODS_1,164.0,1262.0,0.12995245641838352,4,2011,Wednesday
2011-04-07,FOODS_1,166.0,1262.0,0.13153724247226625,4,2011,Thursday
2011-04-08,FOODS_1,183.0,1262.0,0.1450079239302694,4,2011,Friday
2011-04-09,FOODS_1,205.0,1437.0,0.14265831593597772,4,2011,Saturday
2011-04-10,FOODS_1,191.0,1434.0,0.13319386331938632,4,2011,Sunday
2011-04-11,FOODS_1,144.0,1428.0,0.10084033613445378,4,2011,Monday
2011-04-12,FOODS_1,116.0,1428.0,0.08123249299719888,4,2011,Tuesday
2011-04-13,FOODS_1,135.0,1428.0,0.09453781512605042,4,2011,Wednesday
2011-04-14,FOODS_1,132.0,1417.0,0.0931545518701482,4,2011,Thursday
2011-04-15,FOODS_1,182.0,1417.0,0.12844036697247707,4,2011,Friday
2011-04-16,FOODS_1,217.0,1417.0,0.15314043754410728,4,2011,Saturday
2011-04-17,FOODS_1,246.0,1417.0,0.17360621030345802,4,2011,Sunday
2011-04-18,FOODS_1,141.0,1417.0,0.0995059985885674,4,2011,Monday
2011-04-19,FOODS_1,169.0,1580.0,0.1069620253164557,4,2011,Tuesday
2011-04-20,FOODS_1,157.0,1575.0,0.09968253968253968,4,2011,Wednesday
2011-04-21,FOODS_1,183.0,1570.0,0.11656050955414013,4,2011,Thursday
2011-04-22,FOODS_1,358.0,1570.0,0.22802547770700637,4,2011,Friday
2011-04-23,FOODS_1,452.0,1570.0,0.2878980891719745,4,2011,Saturday
2011-04-24,FOODS_1,186.0,1560.0,0.11923076923076924,4,2011,Sunday
2011-04-25,FOODS_1,121.0,1560.0,0.07756410256410257,4,2011,Monday
2011-04-26,FOODS_1,130.0,1560.0,0.08333333333333333,4,2011,Tuesday
2011-04-27,FOODS_1,114.0,1560.0,0.07307692307692308,4,2011,Wednesday
2011-04-28,FOODS_1,125.0,1560.0,0.08012820512820513,4,2011,Thursday
2011-04-29,FOODS_1,188.0,1728.0,0.1087962962962963,4,2011,Friday
2011-04-30,FOODS_1,205.0,1721.0,0.11911679256246369,4,2011,Saturday
2011-05-01,FOODS_1,209.0,1717.0,0.12172393709959231,5,2011,Sunday
2011-05-02,FOODS_1,167.0,1717.0,0.0972626674432149,5,2011,Monday
2011-05-03,FOODS_1,215.0,1717.0,0.1252184041933605,5,2011,Tuesday
2011-05-04,FOODS_1,163.0,1709.0,0.09537741369221767,5,2011,Wednesday
2011-05-05,FOODS_1,185.0,1709.0,0.10825043885313049,5,2011,Thursday
2011-05-06,FOODS_1,235.0,1709.0,0.13750731421884144,5,2011,Friday
2011-05-07,FOODS_1,272.0,1709.0,0.1591574019894675,5,2011,Saturday
2011-05-08,FOODS_1,211.0,1709.0,0.12346401404330018,5,2011,Sunday
2011-05-09,FOODS_1,175.0,1883.0,0.09293680297397769,5,2011,Monday
2011-05-10,FOODS_1,162.0,1877.0,0.08630793819925413,5,2011,Tuesday
2011-05-11,FOODS_1,135.0,1875.0,0.072,5,2011,Wednesday
2011-05-12,FOODS_1,167.0,1875.0,0.08906666666666667,5,2011,Thursday
2011-05-13,FOODS_1,179.0,1875.0,0.09546666666666667,5,2011,Friday
2011-05-14,FOODS_1,274.0,1852.0,0.14794816414686826,5,2011,Saturday
2011-05-15,FOODS_1,204.0,1852.0,0.1101511879049676,5,2011,Sunday
2011-05-16,FOODS_1,170.0,1852.0,0.091792656587473,5,2011,Monday
2011-05-17,FOODS_1,158.0,1852.0,0.08531317494600432,5,2011,Tuesday
2011-05-18,FOODS_1,177.0,1852.0,0.09557235421166306,5,2011,Wednesday
2011-05-19,FOODS_1,121.0,2014.0,0.060079443892750745,5,2011,Thursday
2011-05-20,FOODS_1,204.0,2011.0,0.10144206862257583,5,2011,Friday
2011-05-21,FOODS_1,178.0,2008.0,0.08864541832669323,5,2011,Saturday
2011-05-22,FOODS_1,169.0,2008.0,0.08416334661354581,5,2011,Sunday
2011-05-23,FOODS_1,112.0,2008.0,0.055776892430278883,5,2011,Monday
2011-05-24,FOODS_1,137.0,1978.0,0.0692618806875632,5,2011,Tuesday
2011-05-25,FOODS_1,134.0,1978.0,0.06774519716885744,5,2011,Wednesday
2011-05-26,FOODS_1,121.0,1978.0,0.06117290192113246,5,2011,Thursday
2011-05-27,FOODS_1,178.0,1978.0,0.08998988877654196,5,2011,Friday
2011-05-28,FOODS_1,234.0,1978.0,0.11830131445904954,5,2011,Saturday
2011-05-29,FOODS_1,217.0,2143.0,0.10125991600559962,5,2011,Sunday
2011-05-30,FOODS_1,159.0,2139.0,0.07433380084151472,5,2011,Monday
2011-05-31,FOODS_1,147.0,2133.0,0.06891701828410689,5,2011,Tuesday
2011-06-01,FOODS_1,160.0,2133.0,0.07501172058134084,6,2011,Wednesday
2011-06-02,FOODS_1,167.0,2133.0,0.0782934833567745,6,2011,Thursday
2011-06-03,FOODS_1,275.0,2100.0,0.13095238095238096,6,2011,Friday
2011-06-04,FOODS_1,224.0,2100.0,0.10666666666666667,6,2011,Saturday
2011-06-05,FOODS_1,235.0,2100.0,0.11190476190476191,6,2011,Sunday
2011-06-06,FOODS_1,202.0,2100.0,0.09619047619047619,6,2011,Monday
2011-06-07,FOODS_1,171.0,2100.0,0.08142857142857143,6,2011,Tuesday
2011-06-08,FOODS_1,159.0,2269.0,0.07007492287351257,6,2011,Wednesday
2011-06-09,FOODS_1,155.0,2265.0,0.0684326710816777,6,2011,Thursday
2011-06-10,FOODS_1,189.0,2260.0,0.0836283185840708,6,2011,Friday
2011-06-11,FOODS_1,220.0,2260.0,0.09734513274336283,6,2011,Saturday
2011-06-12,FOODS_1,255.0,2260.0,0.11283185840707964,6,2011,Sunday
2011-06-13,FOODS_1,165.0,2225.0,0.07415730337078652,6,2011,Monday
2011-06-14,FOODS_1,178.0,2225.0,0.08,6,2011,Tuesday
2011-06-15,FOODS_1,196.0,2225.0,0.08808988764044944,6,2011,Wednesday
2011-06-16,FOODS_1,180.0,2225.0,0.08089887640449438,6,2011,Thursday
2011-06-17,FOODS_1,275.0,2225.0,0.12359550561797752,6,2011,Friday
2011-06-18,FOODS_1,258.0,2384.0,0.10822147651006711,6,2011,Saturday
2011-06-19,FOODS_1,211.0,2380.0,0.08865546218487395,6,2011,Sunday
2011-06-20,FOODS_1,172.0,2376.0,0.0723905723905724,6,2011,Monday
2011-06-21,FOODS_1,199.0,2376.0,0.08375420875420875,6,2011,Tuesday
2011-06-22,FOODS_1,209.0,2376.0,0.08796296296296297,6,2011,Wednesday
2011-06-23,FOODS_1,208.0,2341.0,0.0888509184109355,6,2011,Thursday
2011-06-24,FOODS_1,330.0,2341.0,0.14096539940196498,6,2011,Friday
2011-06-25,FOODS_1,310.0,2341.0,0.13242204186245193,6,2011,Saturday
2011-06-26,FOODS_1,235.0,2341.0,0.10038445108927808,6,2011,Sunday
2011-06-27,FOODS_1,217.0,2341.0,0.09269542930371637,6,2011,Monday
2011-06-28,FOODS_1,167.0,2498.0,0.06685348278622898,6,2011,Tuesday
2011-06-29,FOODS_1,191.0,2491.0,0.07667603372139703,6,2011,Wednesday
2011-06-30,FOODS_1,168.0,2484.0,0.06763285024154589,6,2011,Thursday
2011-07-01,FOODS_1,243.0,2484.0,0.09782608695652174,7,2011,Friday
2011-07-02,FOODS_1,278.0,2484.0,0.11191626409017713,7,2011,Saturday
2011-07-03,FOODS_1,241.0,2446.0,0.09852820932134096,7,2011,Sunday
2011-07-04,FOODS_1,154.0,2446.0,0.06295993458708095,7,2011,Monday
2011-07-05,FOODS_1,165.0,2446.0,0.06745707277187245,7,2011,Tuesday
2011-07-06,FOODS_1,181.0,2446.0,0.07399836467702371,7,2011,Wednesday
2011-07-07,FOODS_1,189.0,2446.0,0.07726901062959934,7,2011,Thursday
2011-07-08,FOODS_1,202.0,2617.0,0.07718761941153993,7,2011,Friday
2011-07-09,FOODS_1,276.0,2614.0,0.10558530986993114,7,2011,Saturday
2011-07-10,FOODS_1,294.0,2610.0,0.11264367816091954,7,2011,Sunday
2011-07-11,FOODS_1,148.0,2610.0,0.056704980842911874,7,2011,Monday
2011-07-12,FOODS_1,162.0,2610.0,0.06206896551724138,7,2011,Tuesday
2011-07-13,FOODS_1,180.0,2558.0,0.07036747458952307,7,2011,Wednesday
2011-07-14,FOODS_1,172.0,2558.0,0.06724003127443315,7,2011,Thursday
2011-07-15,FOODS_1,224.0,2558.0,0.0875684128225176,7,2011,Friday
2011-07-16,FOODS_1,297.0,2558.0,0.11610633307271306,7,2011,Saturday
2011-07-17,FOODS_1,229.0,2558.0,0.08952306489444879,7,2011,Sunday
2011-07-18,FOODS_1,167.0,2718.0,0.06144223693892568,7,2011,Monday
2011-07-19,FOODS_1,171.0,2714.0,0.0630066322770818,7,2011,Tuesday
2011-07-20,FOODS_1,166.0,2710.0,0.061254612546125464,7,2011,Wednesday
2011-07-21,FOODS_1,204.0,2710.0,0.07527675276752767,7,2011,Thursday
2011-07-22,FOODS_1,285.0,2710.0,0.10516605166051661,7,2011,Friday
2011-07-23,FOODS_1,337.0,2656.0,0.12688253012048192,7,2011,Saturday
2011-07-24,FOODS_1,217.0,2656.0,0.08170180722891567,7,2011,Sunday
2011-07-25,FOODS_1,183.0,2656.0,0.06890060240963855,7,2011,Monday
2011-07-26,FOODS_1,208.0,2656.0,0.0783132530120482,7,2011,Tuesday
2011-07-27,FOODS_1,227.0,2656.0,0.08546686746987951,7,2011,Wednesday
2011-07-28,FOODS_1,194.0,2785.0,0.0696588868940754,7,2011,Thursday
2011-07-29,FOODS_1,239.0,2781.0,0.08594030924128011,7,2011,Friday
2011-07-30,FOODS_1,270.0,2778.0,0.09719222462203024,7,2011,Saturday
2011-07-31,FOODS_1,223.0,2778.0,0.0802735781137509,7,2011,Sunday
2011-08-01,FOODS_1,132.0,2778.0,0.047516198704103674,8,2011,Monday
2011-08-02,FOODS_1,155.0,2736.0,0.05665204678362573,8,2011,Tuesday
2011-08-03,FOODS_1,169.0,2736.0,0.061769005847953216,8,2011,Wednesday
2011-08-04,FOODS_1,145.0,2736.0,0.05299707602339181,8,2011,Thursday
2011-08-05,FOODS_1,222.0,2736.0,0.08114035087719298,8,2011,Friday
2011-08-06,FOODS_1,141.0,2736.0,0.051535087719298246,8,2011,Saturday
2011-08-07,FOODS_1,222.0,2871.0,0.07732497387669801,8,2011,Sunday
2011-08-08,FOODS_1,144.0,2870.0,0.050174216027874564,8,2011,Monday
2011-08-09,FOODS_1,162.0,2866.0,0.056524773203070484,8,2011,Tuesday
2011-08-10,FOODS_1,192.0,2866.0,0.06699232379623168,8,2011,Wednesday
2011-08-11,FOODS_1,195.0,2866.0,0.0680390788555478,8,2011,Thursday
2011-08-12,FOODS_1,241.0,2816.0,0.08558238636363637,8,2011,Friday
2011-08-13,FOODS_1,302.0,2816.0,0.10724431818181818,8,2011,Saturday
2011-08-14,FOODS_1,176.0,2816.0,0.0625,8,2011,Sunday
2011-08-15,FOODS_1,117.0,2816.0,0.041548295454545456,8,2011,Monday
2011-08-16,FOODS_1,177.0,2816.0,0.06285511363636363,8,2011,Tuesday
2011-08-17,FOODS_1,168.0,2954.0,0.05687203791469194,8,2011,Wednesday
2011-08-18,FOODS_1,172.0,2949.0,0.05832485588335029,8,2011,Thursday
2011-08-19,FOODS_1,216.0,2942.0,0.07341944255608429,8,2011,Friday
2011-08-20,FOODS_1,210.0,2942.0,0.07138001359619306,8,2011,Saturday
2011-08-21,FOODS_1,225.0,2942.0,0.07647858599592114,8,2011,Sunday
2011-08-22,FOODS_1,138.0,2894.0,0.04768486523842433,8,2011,Monday
2011-08-23,FOODS_1,115.0,2894.0,0.03973738769868694,8,2011,Tuesday
2011-08-24,FOODS_1,191.0,2894.0,0.06599861782999308,8,2011,Wednesday
2011-08-25,FOODS_1,178.0,2894.0,0.061506565307532825,8,2011,Thursday
2011-08-26,FOODS_1,221.0,2894.0,0.07636489288182446,8,2011,Friday
2011-08-27,FOODS_1,277.0,3013.0,0.09193494855625622,8,2011,Saturday
2011-08-28,FOODS_1,260.0,3007.0,0.08646491519787164,8,2011,Sunday
2011-08-29,FOODS_1,162.0,3003.0,0.053946053946053944,8,2011,Monday
2011-08-30,FOODS_1,182.0,3003.0,0.06060606060606061,8,2011,Tuesday
2011-08-31,FOODS_1,178.0,3003.0,0.05927405927405927,8,2011,Wednesday
2011-09-01,FOODS_1,160.0,2945.0,0.05432937181663837,9,2011,Thursday
2011-09-02,FOODS_1,233.0,2945.0,0.07911714770797963,9,2011,Friday
2011-09-03,FOODS_1,268.0,2945.0,0.09100169779286928,9,2011,Saturday
2011-09-04,FOODS_1,223.0,2945.0,0.07572156196943973,9,2011,Sunday
2011-09-05,FOODS_1,212.0,2945.0,0.07198641765704585,9,2011,Monday
2011-09-06,FOODS_1,149.0,3094.0,0.048157724628312866,9,2011,Tuesday
2011-09-07,FOODS_1,165.0,3091.0,0.05338078291814947,9,2011,Wednesday
2011-09-08,FOODS_1,199.0,3081.0,0.06458941901979877,9,2011,Thursday
2011-09-09,FOODS_1,188.0,3081.0,0.06101914962674456,9,2011,Friday
2011-09-10,FOODS_1,219.0,3081.0,0.07108081791626096,9,2011,Saturday
2011-09-11,FOODS_1,219.0,3025.0,0.07239669421487603,9,2011,Sunday
2011-09-12,FOODS_1,145.0,3025.0,0.047933884297520664,9,2011,Monday
2011-09-13,FOODS_1,127.0,3025.0,0.04198347107438016,9,2011,Tuesday
2011-09-14,FOODS_1,152.0,3025.0,0.05024793388429752,9,2011,Wednesday
2011-09-15,FOODS_1,185.0,3025.0,0.06115702479338843,9,2011,Thursday
2011-09-16,FOODS_1,205.0,3153.0,0.0650174437044085,9,2011,Friday
2011-09-17,FOODS_1,238.0,3150.0,0.07555555555555556,9,2011,Saturday
2011-09-18,FOODS_1,238.0,3145.0,0.07567567567567568,9,2011,Sunday
2011-09-19,FOODS_1,130.0,3145.0,0.04133545310015898,9,2011,Monday
2011-09-20,FOODS_1,119.0,3145.0,0.03783783783783784,9,2011,Tuesday
2011-09-21,FOODS_1,148.0,3089.0,0.04791194561346714,9,2011,Wednesday
2011-09-22,FOODS_1,162.0,3089.0,0.05244415668501133,9,2011,Thursday
2011-09-23,FOODS_1,192.0,3089.0,0.06215603755260602,9,2011,Friday
2011-09-24,FOODS_1,221.0,3089.0,0.07154418905794756,9,2011,Saturday
2011-09-25,FOODS_1,175.0,3089.0,0.05665263839430236,9,2011,Sunday
2011-09-26,FOODS_1,128.0,3237.0,0.03954278653073834,9,2011,Monday
2011-09-27,FOODS_1,155.0,3233.0,0.04794308691617693,9,2011,Tuesday
2011-09-28,FOODS_1,125.0,3229.0,0.0387116754413131,9,2011,Wednesday
2011-09-29,FOODS_1,239.0,3229.0,0.07401672344379065,9,2011,Thursday
2011-09-30,FOODS_1,271.0,3229.0,0.0839269123567668,9,2011,Friday
2011-10-01,FOODS_1,449.0,3183.0,0.14106189129751806,10,2011,Saturday
2011-10-02,FOODS_1,252.0,3183.0,0.07917059377945335,10,2011,Sunday
2011-10-03,FOODS_1,232.0,3183.0,0.07288721332076657,10,2011,Monday
2011-10-04,FOODS_1,170.0,3183.0,0.053408733898837574,10,2011,Tuesday
2011-10-05,FOODS_1,169.0,3183.0,0.053094564875903236,10,2011,Wednesday
2011-10-06,FOODS_1,198.0,3303.0,0.05994550408719346,10,2011,Thursday
2011-10-07,FOODS_1,262.0,3298.0,0.07944208611279563,10,2011,Friday
2011-10-08,FOODS_1,298.0,3293.0,0.09049498937139387,10,2011,Saturday
2011-10-09,FOODS_1,211.0,3293.0,0.0640753112663225,10,2011,Sunday
2011-10-10,FOODS_1,197.0,3293.0,0.05982386881263286,10,2011,Monday
2011-10-11,FOODS_1,196.0,3233.0,0.060624806681101144,10,2011,Tuesday
2011-10-12,FOODS_1,159.0,3233.0,0.04918032786885246,10,2011,Wednesday
2011-10-13,FOODS_1,170.0,3233.0,0.05258274048871018,10,2011,Thursday
2011-10-14,FOODS_1,227.0,3233.0,0.07021342406433653,10,2011,Friday
2011-10-15,FOODS_1,258.0,3233.0,0.07980204144757191,10,2011,Saturday
2011-10-16,FOODS_1,272.0,3366.0,0.08080808080808081,10,2011,Sunday
2011-10-17,FOODS_1,180.0,3361.0,0.05355548943766736,10,2011,Monday
2011-10-18,FOODS_1,183.0,3357.0,0.05451295799821269,10,2011,Tuesday
2011-10-19,FOODS_1,193.0,3357.0,0.05749180816204945,10,2011,Wednesday
2011-10-20,FOODS_1,172.0,3357.0,0.051236222817992255,10,2011,Thursday
2011-10-21,FOODS_1,211.0,3314.0,0.06366928183464092,10,2011,Friday
2011-10-22,FOODS_1,265.0,3314.0,0.07996378998189499,10,2011,Saturday
2011-10-23,FOODS_1,264.0,3314.0,0.07966203983101991,10,2011,Sunday
2011-10-24,FOODS_1,130.0,3314.0,0.03922751961375981,10,2011,Monday
2011-10-25,FOODS_1,179.0,3314.0,0.0540132770066385,10,2011,Tuesday
2011-10-26,FOODS_1,182.0,3434.0,0.0529994175888177,10,2011,Wednesday
2011-10-27,FOODS_1,181.0,3431.0,0.05275429903818129,10,2011,Thursday
2011-10-28,FOODS_1,163.0,3427.0,0.04756346658885322,10,2011,Friday
2011-10-29,FOODS_1,201.0,3427.0,0.05865188211263496,10,2011,Saturday
2011-10-30,FOODS_1,226.0,3427.0,0.06594689232564925,10,2011,Sunday
2011-10-31,FOODS_1,121.0,3368.0,0.03592636579572447,10,2011,Monday
2011-11-01,FOODS_1,125.0,3368.0,0.03711401425178147,11,2011,Tuesday
2011-11-02,FOODS_1,118.0,3368.0,0.03503562945368171,11,2011,Wednesday
2011-11-03,FOODS_1,151.0,3368.0,0.044833729216152016,11,2011,Thursday
2011-11-04,FOODS_1,197.0,3368.0,0.0584916864608076,11,2011,Friday
2011-11-05,FOODS_1,226.0,3458.0,0.0653556969346443,11,2011,Saturday
2011-11-06,FOODS_1,238.0,3456.0,0.06886574074074074,11,2011,Sunday
2011-11-07,FOODS_1,170.0,3454.0,0.04921829762594094,11,2011,Monday
2011-11-08,FOODS_1,137.0,3454.0,0.039664157498552406,11,2011,Tuesday
2011-11-09,FOODS_1,168.0,3454.0,0.04863925883034163,11,2011,Wednesday
2011-11-10,FOODS_1,212.0,3410.0,0.06217008797653959,11,2011,Thursday
2011-11-11,FOODS_1,204.0,3410.0,0.05982404692082111,11,2011,Friday
2011-11-12,FOODS_1,245.0,3410.0,0.0718475073313783,11,2011,Saturday
2011-11-13,FOODS_1,228.0,3410.0,0.06686217008797654,11,2011,Sunday
2011-11-14,FOODS_1,176.0,3410.0,0.05161290322580645,11,2011,Monday
2011-11-15,FOODS_1,155.0,3511.0,0.04414696667616064,11,2011,Tuesday
2011-11-16,FOODS_1,165.0,3506.0,0.04706217912150599,11,2011,Wednesday
2011-11-17,FOODS_1,178.0,3500.0,0.05085714285714286,11,2011,Thursday
2011-11-18,FOODS_1,201.0,3500.0,0.057428571428571426,11,2011,Friday
2011-11-19,FOODS_1,268.0,3500.0,0.07657142857142857,11,2011,Saturday
2011-11-20,FOODS_1,238.0,3447.0,0.06904554685233537,11,2011,Sunday
2011-11-21,FOODS_1,163.0,3447.0,0.047287496373658255,11,2011,Monday
2011-11-22,FOODS_1,186.0,3447.0,0.053959965187119235,11,2011,Tuesday
2011-11-23,FOODS_1,200.0,3447.0,0.05802146794313896,11,2011,Wednesday
2011-11-24,FOODS_1,82.0,3447.0,0.023788801856686973,11,2011,Thursday
2011-11-25,FOODS_1,285.0,3562.0,0.08001122964626614,11,2011,Friday
2011-11-26,FOODS_1,237.0,3556.0,0.06664791901012374,11,2011,Saturday
2011-11-27,FOODS_1,236.0,3551.0,0.06646015206983948,11,2011,Sunday
2011-11-28,FOODS_1,172.0,3551.0,0.04843705998310335,11,2011,Monday
2011-11-29,FOODS_1,179.0,3551.0,0.050408335680090115,11,2011,Tuesday
2011-11-30,FOODS_1,161.0,3491.0,0.04611859066170152,11,2011,Wednesday
2011-12-01,FOODS_1,184.0,3491.0,0.052706960756230305,12,2011,Thursday
2011-12-02,FOODS_1,215.0,3491.0,0.061586937840160415,12,2011,Friday
2011-12-03,FOODS_1,307.0,3491.0,0.08794041821827557,12,2011,Saturday
2011-12-04,FOODS_1,240.0,3491.0,0.06874820968203953,12,2011,Sunday
2011-12-05,FOODS_1,179.0,3586.0,0.049916341327384275,12,2011,Monday
2011-12-06,FOODS_1,202.0,3583.0,0.056377337426737374,12,2011,Tuesday
2011-12-07,FOODS_1,193.0,3580.0,0.05391061452513966,12,2011,Wednesday
2011-12-08,FOODS_1,191.0,3580.0,0.05335195530726257,12,2011,Thursday
2011-12-09,FOODS_1,233.0,3580.0,0.06508379888268156,12,2011,Friday
2011-12-10,FOODS_1,296.0,3540.0,0.08361581920903954,12,2011,Saturday
2011-12-11,FOODS_1,281.0,3540.0,0.07937853107344633,12,2011,Sunday
2011-12-12,FOODS_1,269.0,3540.0,0.07598870056497176,12,2011,Monday
2011-12-13,FOODS_1,235.0,3540.0,0.06638418079096045,12,2011,Tuesday
2011-12-14,FOODS_1,234.0,3540.0,0.06610169491525424,12,2011,Wednesday
2011-12-15,FOODS_1,336.0,3661.0,0.09177820267686425,12,2011,Thursday
2011-12-16,FOODS_1,278.0,3654.0,0.07608100711548987,12,2011,Friday
2011-12-17,FOODS_1,275.0,3649.0,0.07536311318169361,12,2011,Saturday
2011-12-18,FOODS_1,259.0,3649.0,0.07097835023294054,12,2011,Sunday
2011-12-19,FOODS_1,247.0,3649.0,0.06768977802137571,12,2011,Monday
2011-12-20,FOODS_1,268.0,3587.0,0.07471424588792863,12,2011,Tuesday
2011-12-21,FOODS_1,302.0,3587.0,0.08419291887371062,12,2011,Wednesday
2011-12-22,FOODS_1,346.0,3587.0,0.09645943685531085,12,2011,Thursday
2011-12-23,FOODS_1,491.0,3587.0,0.13688318929467522,12,2011,Friday
2011-12-24,FOODS_1,289.0,3587.0,0.08056872037914692,12,2011,Saturday
2011-12-25,FOODS_1,0.0,3702.0,0.0,12,2011,Sunday
2011-12-26,FOODS_1,137.0,3697.0,0.037057073302677844,12,2011,Monday
2011-12-27,FOODS_1,197.0,3694.0,0.05332972387655658,12,2011,Tuesday
